medianpatchsets,labels,meanpatchsets
1.5,14-Q1,2.17
2.0,14-Q2,2.53
2.0,14-Q3,2.59
2.0,14-Q4,3.53
2.0,15-Q1,3.81
2.0,15-Q2,3.55
2.0,15-Q3,4.0
2.5,15-Q4,3.58
