meantime,labels,mediantime
nan,14-Q1,nan
3.03,14-Q2,3.03
12.37,14-Q3,6.77
5.25,14-Q4,2.93
12.67,15-Q1,2.93
8.11,15-Q2,2.0
2.79,15-Q3,0.68
6.64,15-Q4,2.08
