medianpatchsets,labels,meanpatchsets
3.0,14-Q1,6.29
3.0,14-Q2,6.1
4.0,14-Q3,6.32
4.0,14-Q4,6.73
3.0,15-Q1,6.55
4.0,15-Q2,6.92
4.0,15-Q3,7.12
3.0,15-Q4,6.43
