medianpatchsets,labels,meanpatchsets
3.0,14-Q1,4.91
3.0,14-Q2,5.48
3.0,14-Q3,5.36
3.0,14-Q4,5.79
3.0,15-Q1,6.44
2.0,15-Q2,5.41
2.0,15-Q3,5.44
2.0,15-Q4,5.21
