meantime,labels,mediantime
nan,14-Q1,nan
nan,14-Q2,nan
nan,14-Q3,nan
1.39,14-Q4,0.47
1.33,15-Q1,0.55
3.25,15-Q2,1.3
6.75,15-Q3,2.37
6.79,15-Q4,1.48
