labels,opened,closed
14-Q1,5484,2974
14-Q2,4440,2105
14-Q3,5146,3039
14-Q4,3718,2034
15-Q1,4763,2970
15-Q2,4593,2656
15-Q3,5654,3416
15-Q4,4716,2083
