company_commits,name
34,SwiftStack
23,HP
14,Red Hat
11,Intel
9,Rackspace
6,NTT
5,IBM
3,DKRZ
3,eNovance
3,Mirantis
2,Fujitsu
2,OpenStack Foundation
1,EasyStack
1,HCL
1,IzelTech
1,NEC
1,TechPatron
