company_commits,name
30,NEC
11,Huawei
8,VMWare
6,NTT
4,99cloud
4,Intel
3,HP
2,Deutsche Telekom
1,IBM
1,Individual
1,KylinCloud
1,OpenStack Foundation
1,Ubuntu Kylin
