meantime,labels,mediantime
0.0,14-Q1,0.0
0.0,14-Q2,0.0
0.0,14-Q3,0.0
0.0,14-Q4,0.0
2.07,15-Q1,0.33
15.08,15-Q2,0.86
9.58,15-Q3,0.8
4.85,15-Q4,0.53
