medianpatchsets,labels,meanpatchsets
3.0,14-Q1,4.55
3.0,14-Q2,6.03
3.0,14-Q3,5.71
2.0,14-Q4,4.5
2.0,15-Q1,4.96
2.0,15-Q2,4.71
2.0,15-Q3,4.39
2.0,15-Q4,4.17
