meantime,labels,mediantime
5.04,14-Q1,0.47
8.15,14-Q2,0.7
12.59,14-Q3,0.9
16.51,14-Q4,1.53
12.72,15-Q1,0.91
16.42,15-Q2,0.89
15.92,15-Q3,1.18
20.46,15-Q4,2.23
