company_commits,name
420,Red Hat
263,StackOps Technologies
132,Mirantis
38,Time Warner Cable, Inc.
29,Intel
23,HP
13,eNovance
12,Rackspace
6,Puppet Labs
5,Debian GNU/Linux
5,GPLHost
5,IBM
4,Ericsson
3,DKRZ
3,iWeb
3,KylinCloud
3,Oracle
2,UnitedStack
2,University of Melbourne
1,Alcatel-Lucent
