company_commits,name
43,Mirantis
40,Canonical, Ltd.
13,Red Hat
11,NetApp
9,EMC
8,EasyStack
8,HP
6,99cloud
6,Deutsche Telekom
6,JPBerlin
6,NEC
6,SUSE
3,FIT
3,Fujitsu
3,OpenStack Foundation
2,Cloudbase Solutions
2,Huawei
2,NTT
2,NTT Data
1,Calsoft, Inc.
1,eBay
1,IBM
1,Intel
1,IzelTech
1,Quobyte
1,Scality
1,Thales
