meantime,labels,mediantime
6.7,14-Q1,0.44
5.99,14-Q2,0.52
8.2,14-Q3,0.62
7.99,14-Q4,0.63
8.68,15-Q1,0.63
11.66,15-Q2,0.72
14.9,15-Q3,0.26
6.23,15-Q4,0.19
