medianpatchsets,labels,meanpatchsets
nan,14-Q1,nan
nan,14-Q2,nan
nan,14-Q3,nan
2.0,14-Q4,2.92
2.0,15-Q1,2.25
2.0,15-Q2,3.09
2.0,15-Q3,4.07
2.0,15-Q4,3.43
