commits,labels,submitted
1357,14-Q1,779
1572,14-Q2,804
1750,14-Q3,1052
1410,14-Q4,901
1498,15-Q1,1891
1442,15-Q2,1953
1819,15-Q3,2661
1919,15-Q4,2822
