medianpatchsets,labels,meanpatchsets
2.0,14-Q1,4.14
2.0,14-Q2,4.48
2.0,14-Q3,4.48
2.0,14-Q4,4.06
2.0,15-Q1,4.28
2.0,15-Q2,4.47
2.0,15-Q3,3.87
2.0,15-Q4,3.6
