meantime,labels,mediantime
5.47,14-Q1,0.95
5.34,14-Q2,0.71
5.92,14-Q3,0.94
5.49,14-Q4,0.73
4.88,15-Q1,0.61
6.98,15-Q2,0.97
8.35,15-Q3,1.41
7.72,15-Q4,0.94
