medianpatchsets,labels,meanpatchsets
2.0,14-Q1,4.2
2.0,14-Q2,3.57
2.0,14-Q3,4.07
2.0,14-Q4,3.76
2.0,15-Q1,3.12
2.0,15-Q2,2.93
1.0,15-Q3,2.54
1.0,15-Q4,2.67
