medianpatchsets,labels,meanpatchsets
nan,14-Q1,nan
nan,14-Q2,nan
6.0,14-Q3,7.33
2.0,14-Q4,3.15
3.0,15-Q1,6.07
3.5,15-Q2,8.28
3.0,15-Q3,4.92
2.0,15-Q4,3.31
