meantime,labels,mediantime
5.02,14-Q1,2.87
3.57,14-Q2,1.54
8.57,14-Q3,3.8
19.45,14-Q4,8.71
11.35,15-Q1,3.1
4.34,15-Q2,0.88
6.12,15-Q3,1.79
7.03,15-Q4,2.28
