company_commits,name
442,Rackspace
20,Red Hat
17,PolyBeacon, Inc.
16,PLUMgrid
13,99cloud
4,Alcatel-Lucent
4,Cisco
4,Orange
3,IBM
3,NTT
2,Comcast
2,Internap
2,iWeb
2,StackMasters
2,StackOps Technologies
1,HP
1,Individual
1,SUSE
1,Tata Consultancy
