medianpatchsets,labels,meanpatchsets
3.0,14-Q1,4.5
2.0,14-Q2,3.95
3.0,14-Q3,5.05
2.0,14-Q4,4.73
3.0,15-Q1,4.93
2.0,15-Q2,3.29
2.0,15-Q3,3.9
2.0,15-Q4,3.07
