meantime,labels,mediantime
0.0,14-Q1,0.0
0.0,14-Q2,0.0
0.0,14-Q3,0.0
6.75,14-Q4,2.45
6.32,15-Q1,1.24
21.08,15-Q2,2.44
2.17,15-Q3,0.34
17.39,15-Q4,1.0
