meantime,labels,mediantime
12.48,14-Q1,0.75
13.75,14-Q2,1.09
17.78,14-Q3,1.02
21.78,14-Q4,1.75
18.76,15-Q1,0.89
16.39,15-Q2,0.82
24.05,15-Q3,1.06
29.79,15-Q4,1.03
