meantime,labels,mediantime
0.0,14-Q1,0.0
0.04,14-Q2,0.04
12.57,14-Q3,0.55
13.44,14-Q4,2.41
4.47,15-Q1,0.37
9.74,15-Q2,0.33
12.48,15-Q3,0.38
16.38,15-Q4,0.99
