company_commits,name
279,Mirantis
17,99cloud
17,NEC
7,Intel
5,Individual
5,KylinCloud
5,Ubuntu Kylin
3,Awcloud
3,Fujitsu
3,NTT Data
2,Calsoft, Inc.
2,Huawei
2,Red Hat
1,HP
1,IBM
1,Thales
