company_commits,name
860,HP
539,Google, Inc.
362,Red Hat
265,IBM
246,Sony Mobile
195,SAP
180,ScummVM
149,Mirantis
149,SUSE
144,OpenStack Foundation
137,GNU
94,Rackspace
93,PolyBeacon, Inc.
58,Couchbase
51,Codethink
40,NEC
39,Canonical, Ltd.
39,Huawei
37,Calsoft, Inc.
32,Cisco
