company_commits,name
1441,Mirantis
51,Grid Dynamics
51,Yahoo, Inc.
29,OpenStack Foundation
19,NEC
8,Rackspace
7,Bull
7,Individual
2,99cloud
2,AT&T
2,IBM
1,HP
