meantime,labels,mediantime
5.64,14-Q1,0.39
8.14,14-Q2,0.3
8.78,14-Q3,0.36
18.38,14-Q4,1.01
12.02,15-Q1,0.75
10.76,15-Q2,0.58
14.14,15-Q3,0.54
12.46,15-Q4,0.43
