meantime,labels,mediantime
0.0,14-Q1,0.0
0.95,14-Q2,0.07
4.51,14-Q3,0.05
12.79,14-Q4,0.78
17.69,15-Q1,2.89
12.21,15-Q2,1.22
30.32,15-Q3,1.93
15.27,15-Q4,5.52
