company_commits,name
273,Fujitsu
165,SUSE
145,OpenStack Foundation
95,Objectif-libre
88,IBM
78,NEC
76,Rackspace
72,B1 Systems
46,Cisco
46,Comcast
38,Mirantis
37,99cloud
36,eBay
29,Individual
25,Intel
22,HP
17,Aptira
17,Debian GNU/Linux
17,GPLHost
15,Huawei
