medianpatchsets,labels,meanpatchsets
2.0,14-Q1,3.3
2.0,14-Q2,3.27
2.0,14-Q3,3.16
2.0,14-Q4,3.76
2.0,15-Q1,5.21
2.0,15-Q2,3.6
2.0,15-Q3,3.38
2.0,15-Q4,3.19
