meantime,labels,mediantime
7.21,14-Q1,0.61
10.5,14-Q2,0.43
12.64,14-Q3,0.54
19.86,14-Q4,1.81
16.2,15-Q1,0.5
9.41,15-Q2,0.81
20.01,15-Q3,1.05
16.35,15-Q4,0.96
