medianpatchsets,labels,meanpatchsets
nan,14-Q1,nan
4.5,14-Q2,4.5
1.0,14-Q3,1.85
1.0,14-Q4,2.25
1.0,15-Q1,2.56
1.0,15-Q2,2.44
2.0,15-Q3,2.88
2.0,15-Q4,2.77
