company_commits,name
128,IBM
48,Red Hat
41,HP
31,Rackspace
20,Intel
15,LSD
12,Mirantis
8,NEC
6,Metacloud
4,99cloud
3,EasyStack
3,Huawei
2,ATT
2,Canonical, Ltd.
2,CERN
1,Cloudscaling
1,Fujitsu
1,NTT Data
1,OpenStack Foundation
1,Reliance Jio Infocomm, Ltd.
