medianpatchsets,labels,meanpatchsets
2.0,14-Q1,2.6
2.0,14-Q2,2.93
2.0,14-Q3,3.26
2.0,14-Q4,3.22
2.0,15-Q1,3.23
2.0,15-Q2,3.27
2.0,15-Q3,3.21
2.0,15-Q4,3.06
