medianpatchsets,labels,meanpatchsets
3.0,14-Q1,3.29
3.0,14-Q2,3.73
4.0,14-Q3,5.7
3.0,14-Q4,5.46
3.0,15-Q1,5.51
2.0,15-Q2,5.14
2.0,15-Q3,2.8
nan,15-Q4,nan
