medianpatchsets,labels,meanpatchsets
2.0,14-Q1,3.66
3.0,14-Q2,5.96
2.0,14-Q3,4.95
2.0,14-Q4,6.59
2.0,15-Q1,5.94
3.0,15-Q2,6.3
2.0,15-Q3,5.22
2.0,15-Q4,5.24
