bmi,labels,abandoned,merged
0.87,14-Q1,107,535
0.69,14-Q2,62,341
0.73,14-Q3,63,336
0.73,14-Q4,53,388
0.83,15-Q1,53,427
0.79,15-Q2,62,520
0.84,15-Q3,76,645
0.73,15-Q4,54,469
