commits,labels,submitted
1321,14-Q1,1126
1040,14-Q2,953
1351,14-Q3,1197
702,14-Q4,672
912,15-Q1,959
1039,15-Q2,1186
898,15-Q3,1389
1520,15-Q4,1734
