bmi,labels,abandoned,merged
0.73,14-Q1,538,741
0.61,14-Q2,189,588
0.69,14-Q3,230,884
0.62,14-Q4,238,635
0.66,15-Q1,239,790
0.58,15-Q2,150,546
0.61,15-Q3,195,547
0.51,15-Q4,126,437
