company_commits,name
10,HP
8,OpenStack Foundation
5,SUSE
4,Red Hat
3,Fujitsu
3,IBM
3,NEC
3,Symantec Corporation
1,AT&T
1,Intel
1,Mirantis
1,WalmartLabs
