meantime,labels,mediantime
0.0,14-Q1,0.0
0.0,14-Q2,0.0
0.92,14-Q3,0.49
2.41,14-Q4,0.05
5.69,15-Q1,0.62
7.74,15-Q2,0.94
6.79,15-Q3,0.73
12.75,15-Q4,0.75
