bmi,labels,abandoned,merged
0.68,14-Q1,89,225
0.61,14-Q2,46,168
0.66,14-Q3,66,370
0.56,14-Q4,38,216
0.69,15-Q1,78,389
0.7,15-Q2,87,341
0.71,15-Q3,114,407
0.52,15-Q4,66,250
