medianpatchsets,labels,meanpatchsets
2.0,14-Q1,2.27
2.0,14-Q2,3.14
2.0,14-Q3,2.96
3.0,14-Q4,3.9
3.0,15-Q1,3.55
2.0,15-Q2,2.64
2.0,15-Q3,3.34
2.0,15-Q4,3.09
