company_commits,name
217,IBM
50,NEC
48,Stackinsider
19,KylinCloud
5,OpenStack Foundation
4,Centrin
4,Huawei
3,99cloud
3,Thales
3,VMWare
2,Cloudscaling
2,EMC
1,EasyStack
1,SUSE
