medianpatchsets,labels,meanpatchsets
1.0,14-Q1,2.46
2.0,14-Q2,2.45
2.0,14-Q3,3.12
2.0,14-Q4,3.24
2.0,15-Q1,2.93
1.0,15-Q2,3.44
2.0,15-Q3,4.1
2.0,15-Q4,3.49
