meantime,labels,mediantime
3.16,14-Q1,0.49
10.95,14-Q2,0.91
10.91,14-Q3,0.99
21.2,14-Q4,1.21
35.17,15-Q1,2.7
32.43,15-Q2,3.62
1.79,15-Q3,0.48
8.94,15-Q4,0.52
