company_commits,name
143,Mirantis
20,IBM
19,Cisco
19,Metacloud
11,Tencent
6,HP
6,Individual
6,UnitedStack
4,NTT
3,99cloud
3,EasyStack
3,KylinCloud
3,Ubuntu Kylin
2,B1 Systems
2,Red Hat
2,VirtualTech
1,Awcloud
1,Canonical, Ltd.
1,Citrix
1,Fujitsu
1,Intel
1,NEC
1,NTT Data
1,Oracle
1,SAP
1,Time Warner Cable, Inc.
1,University of Melbourne
1,VMWare
1,Yahoo, Inc.
