company_commits,name
20,Objectif-libre
6,Awcloud
4,EasyStack
4,Fujitsu
4,KylinCloud
4,OpenStack Foundation
3,Huawei
3,Individual
3,Thales
3,Ubuntu Kylin
1,B1 Systems
1,IBM
