medianpatchsets,labels,meanpatchsets
2.0,14-Q1,3.29
3.0,14-Q2,4.32
2.0,14-Q3,4.02
2.0,14-Q4,3.46
2.0,15-Q1,3.67
2.0,15-Q2,4.2
2.0,15-Q3,4.09
2.0,15-Q4,4.39
