meantime,labels,mediantime
4.49,14-Q1,0.82
6.16,14-Q2,0.55
7.05,14-Q3,2.78
20.32,14-Q4,5.64
9.21,15-Q1,0.98
6.92,15-Q2,0.87
12.15,15-Q3,2.81
10.98,15-Q4,6.82
