medianpatchsets,labels,meanpatchsets
nan,14-Q1,nan
nan,14-Q2,nan
nan,14-Q3,nan
2.0,14-Q4,2.81
3.0,15-Q1,4.3
3.0,15-Q2,4.28
2.0,15-Q3,3.83
3.0,15-Q4,5.44
