meantime,labels,mediantime
5.39,14-Q1,1.21
5.67,14-Q2,0.48
5.37,14-Q3,0.91
9.24,14-Q4,0.99
7.46,15-Q1,0.82
7.77,15-Q2,0.75
8.93,15-Q3,0.82
7.79,15-Q4,1.01
