meantime,labels,mediantime
0.0,14-Q1,0.0
0.91,14-Q2,0.69
10.78,14-Q3,0.77
23.61,14-Q4,11.43
13.1,15-Q1,2.16
17.46,15-Q2,2.89
13.92,15-Q3,0.4
29.82,15-Q4,8.59
