medianpatchsets,labels,meanpatchsets
3.0,14-Q1,5.18
3.0,14-Q2,5.62
2.0,14-Q3,6.02
3.0,14-Q4,6.41
3.0,15-Q1,6.66
3.0,15-Q2,5.41
3.0,15-Q3,4.09
2.0,15-Q4,3.65
