meantime,labels,mediantime
nan,14-Q1,nan
nan,14-Q2,nan
2.49,14-Q3,0.31
1.92,14-Q4,0.19
3.96,15-Q1,0.93
2.3,15-Q2,0.8
5.22,15-Q3,1.75
5.39,15-Q4,1.75
