meantime,labels,mediantime
9.59,14-Q1,5.29
12.05,14-Q2,6.23
13.89,14-Q3,3.8
10.15,14-Q4,2.54
8.17,15-Q1,2.35
9.18,15-Q2,3.24
10.32,15-Q3,1.92
10.4,15-Q4,2.89
