meantime,labels,mediantime
0.0,14-Q1,0.0
0.0,14-Q2,0.0
2.12,14-Q3,2.44
3.13,14-Q4,1.07
8.88,15-Q1,1.09
10.21,15-Q2,2.83
9.0,15-Q3,1.45
14.94,15-Q4,1.23
