medianpatchsets,labels,meanpatchsets
3.0,14-Q1,4.55
2.0,14-Q2,3.32
3.0,14-Q3,4.44
2.0,14-Q4,2.85
2.0,15-Q1,3.01
2.0,15-Q2,3.74
2.0,15-Q3,3.38
1.0,15-Q4,2.22
