medianpatchsets,labels,meanpatchsets
2.0,14-Q1,4.18
2.0,14-Q2,4.7
2.0,14-Q3,4.92
3.0,14-Q4,5.43
3.0,15-Q1,5.9
3.0,15-Q2,5.96
3.0,15-Q3,6.17
3.0,15-Q4,5.03
