meantime,labels,mediantime
0.0,14-Q1,0.0
0.18,14-Q2,0.18
14.31,14-Q3,0.73
11.93,14-Q4,0.65
12.78,15-Q1,1.18
14.28,15-Q2,1.91
18.44,15-Q3,4.14
14.52,15-Q4,3.03
