company_commits,name
199,HP
151,NEC
59,IBM
53,Red Hat
52,ThoughtWorks, Inc.
47,Mirantis
27,Rackspace
20,99cloud
17,Intel
13,Comcast
13,Individual
11,Reliance Jio Infocomm, Ltd.
10,CIeNET Technologies
9,Deutsche Telekom
8,Fujitsu
8,Scality
6,EasyStack
3,Calsoft, Inc.
3,Huawei
3,SUSE
